word,polar
disappointingly,0.25
disappointment,-0.75
disapproval,-0.1875
disapprove,-0.875
disassociation,-0.25
disaster,-0.4375
disastrous,-0.75
disastrously,0.25
disavowal,-0.25
disbelieve,-0.5
disbelievingly,0.25
disbud,0.25
discard,-0.375
disceptation,0.125
discerning,0.375
discharge,0.25
discipline,0.125
disclaimer,-0.25
disclosed,0.25
discombobulate,-0.5
discombobulation,-0.375
discomfited,-0.5
discomfiture,-0.75
discomfort,-0.1875
discomposure,-0.75
disconcertingly,0.375
disconcertion,-0.75
disconcertment,-0.75
disconfirming,-0.875
disconsolate,-0.625
disconsolately,-0.5
disconsolateness,-0.375
discontent,0.125
discontentedness,0.125
discontentment,0.125
discontinuity,-0.125
discord,-0.166666667
discordance,-0.25
discordantly,0.375
discountenance,-0.375
discourage,0.375
discouragement,-0.3125
discouragingly,0.125
discourteously,0.25
discovery,0.125
discredit,-0.28125
discredited,-0.5
discreet,0.375
discreteness,0.125
discriminatory,-0.125
discursively,0.125
disdain,-0.4375
disdainfully,0.3125
disease,0.125
disembark,0.125
disembarrassment,-0.5
disenable,-0.375
disencumber,-0.25
disengage,0.4375
disentangle,0
disesteem,0
disfavor,0.125
disfavour,0.125
disfigure,-0.875
disfigured,-0.125
disgrace,-0.4375
disgraced,-0.5
disgruntlement,-0.5
disguise,-0.125
disgustingly,-0.125
dish,0.5
dishabille,-0.125
disharmonize,-0.25
disheartenment,-0.1875
disheveled,-0.625
dishevelled,-0.625
dishonestly,0.25
dishonesty,0.5
dishonorably,0
dishonored,-0.5
dishy,0.5
disinclination,-0.375
disincline,-0.375
disinfect,0.25
disinfection,-0.75
disingenuously,0.25
disintegration,0.125
disinterestedly,0.125
disjointedly,0.25
disjointedness,-0.25
dislike,-0.625
dislodgement,0.125
dislodgment,0.125
disloyally,-0.375
dismal,-0.625
dismally,0.25
dismay,-0.0625
dismayed,0.25
dismaying,-0.5
dismissal,-0.125
dismission,0.25
dismissive,-0.75
disobedience,0.125
disobedient,-0.625
disobediently,0.125
disoblige,0.25
disorder,-0.3125
disorderliness,-0.25
disorderly,-0.375
disorganisation,-0.625
disorganization,-0.625
disorient,-0.25
disorientate,-0.25
disparage,-0.25
disparagingly,0.25
dispassionately,0.25
dispel,0.125
disperse,0.125
dispiritedly,-0.25
dispiritedness,-0.5
displace,0.125
display,0.125
displeasingly,-0.25
displeasure,-0.5
disposal,0.375
disposed,0.125
dispossessed,-0.875
disprove,-0.5
disputation,0.125
disputatiously,0.25
dispute,0
disqualify,-0.375
disquiet,-0.5
disquieted,-0.875
disquietingly,0.375
disquietude,-0.25
disregard,0
disregarding,-0.375
disregardless,-0.375
disrepair,-0.125
disreputably,0.125
disrepute,-0.125
disrespect,-0.25
disrespectfully,0.125
disrupt,-0.25
disruption,-0.375
disruptively,0.125
diss,-0.125
dissatisfaction,-0.375
dissemble,-0.375
dissembling,-0.3125
dissension,-0.5
dissent,-0.125
dissentient,-0.625
dissenting,-0.625
dissidence,-0.375
dissident,-0.625
dissilient,0.25
dissimilate,0.125
dissimulation,-0.125
dissipation,0.25
dissociate,0.375
dissociation,-0.25
dissolution,0.25
dissolve,-0.125
dissolvent,0.125
dissolver,0.125
dissonate,-0.4375
dissuasion,-0.125
distance,-0.125
distaste,-0.5
distastefully,0
distemper,-0.4375
distil,-0.125
distill,-0.125
distinction,0.875
distinctness,0.125
distinguish,0
distomatosis,-0.5
distort,0
distortable,0.5
distortion,-0.25
distracted,-0.25
distractedly,0.25
distraction,-0.125
distrait,-0.25
distraught,-0.125
distress,-0.583333333
distressed,-0.708333333
distressfully,-0.125
distribute,0
distributively,-0.375
distrust,-0.125
distrustful,0.375
disturb,-0.375
disturbance,-0.333333333
disturbed,-0.875
disturbingly,0.375
disunify,-0.375
dither,-0.125
dithyramb,0.125
dithyrambic,0.5
diuresis,-0.625
divagation,-0.125
dive,-0.125
diverge,-0.25
divergence,-0.375
diversion,0.0625
diverticulitis,-0.875
divertingly,0.75
divination,0.6875
divine,0.375
dizen,-0.5
dizziness,-0.375
dizzy,-0.75
dle,-0.25
dm,-0.625
do,0.125
docile,0.5
doctor,-0.125
doctorspeak,0.25
dodging,0.1875
dodgy,0.5
dogfight,-0.375
dogged,-0.75
doggedly,-0.125
dogie,0.125
dogmatic,0.25
dogmatical,0.25
dogy,0.125
doings,0.25
dolabrate,0.25
dolabriform,0.25
dolefully,-0.25
dolefulness,-0.875
dollar,-0.125
dolobid,-0.25
dolor,-0.875
dolour,-0.875
doltishly,0.25
domestic,0.125
domesticate,0.125
domesticated,0.125
domesticise,0.375
domesticize,0.375
domiciliation,0.125
domination,0.125
domineeringly,0.125
doom,-0.75
doomed,-0.5
doomsday,-0.125
dope,0.125
dormancy,-0.125
dormant,-0.125
dose,0.125
doss,0.125
dosshouse,-0.125
dotage,-0.375
dotted,-0.125
double,-0.0625
doubleheader,-0.125
doubly,0.625
doubt,0.5
doubtful,-0.125
doubtfully,0.125
doubting,0.25
doubtless,0.5
doubtlessly,0.5
dour,-0.75
dourly,0.125
douse,-0.125
dove,0.125
dowdily,0.25
down,-0.03125
downbound,0.25
downfall,-0.3125
downgrade,-0.625
downheartedness,-0.5
downhill,-0.125
downmarket,-0.375
downplay,0.4375
downright,0.75
downshift,-0.25
downsize,-0.125
downspin,-0.125
downward,-0.125
downwardly,-0.125
downwards,-0.125
downy,-0.375
doxazosin,0.125
doxorubicin,0.125
drab,-0.4375
drably,0.25
dracunculidae,0.25
drag,0.041666667
dragee,-0.0625
draggingly,0.25
draggle,-0.125
drain,-0.25
drainboard,0.125
drake,-0.125
drama,0.5
dramatically,0.25
dramatisation,0.125
dramatization,0.125
drambuie,0.125
drape,-0.125
drastically,0.5
drawn,-0.625
dray,-0.375
dread,-0.375
dreaded,-0.625
dreadful,-0.625
dreadfully,-0.25
dream,0.09375
dreamfully,0.125
dreamily,0.125
dreaminess,-0.625
dreamless,-0.375
drear,-0.625
drearily,0.25
dreary,-0.625
dreck,-0.875
dress,0.175
dressing,-0.125
dried,-0.375
drift,-0.125
drill,0.125
drink,0.25
drinkable,0.25
drippily,0.125
dripping,-0.125
dripstone,0.125
drive,0.208333333
driven,0.375
drizzle,0.0625
drollery,0.5
dromaeosaur,0.375
drone,-0.1875
droning,-0.25
droop,-0.5
drooping,-0.5625
droopingly,0.125
droopy,-0.5
drop,-0.09375
dropping,0.25
droppings,-0.125
dropsy,-0.625
dross,0.125
drought,0.125
drouth,0.125
drove,0.25
drowsily,0.25
drowsy,-0.125
drub,0.125
drubbing,-0.125
drudging,-0.375
drumbeat,0.125
drumfire,-0.25
drunkenly,0.25
dry,-0.25
dryness,-0.5
ds,0.125
dts,-0.5
dubious,-0.1875
dubiously,0.1875
duck,-0.125
duckbill,-0.125
ductile,0.5
dud,-0.25
dudgeon,0.375
due,0.25
duet,-0.125
dukedom,0.375
dulciana,0.125
dull,-0.017857143
dulled,-0.25
dully,-0.375
duly,0.625
dumb,-0.625
dumbfound,-0.125
dumbly,0.1875
dun,0.375
dung,-0.125
dunghill,-0.375
dunkirk,-0.125
duo,-0.125
duologue,0.25
dupe,0.125
dupery,-0.125
duplicate,0.083333333
duplication,-0.125
duplicity,-0.375
durables,0.125
duralumin,-0.25
dusky,-0.25
dust,-0.375
dustiness,-0.125
dustup,-0.125
duvet,-0.25
dwarf,-0.125
dwarfism,-0.5
dying,-0.625
dyke,-0.125
dynamically,0.25
dynapen,-0.125
dysaphia,-0.25
dysarthria,-0.5
dyscalculia,0.125
dysentery,-0.625
dysgenesis,-0.125
dysgenic,-0.25
dysgraphia,0.125
dyslexia,0.375
dysmenorrhea,-0.75
dysomia,-0.375
dysosmia,-0.375
dyspepsia,-0.75
dyspeptic,-0.75
dysphagia,-0.625
dysphasia,-0.375
dysphonia,-0.375
dysphoria,-0.75
dyspnea,-0.875
dyspneal,-0.75
dyspneic,-0.75
dyspnoea,-0.875
dyspnoeal,-0.75
dyspnoeic,-0.75
dyssynergia,-0.625
dysthymia,-0.625
dystopian,-0.75
dystrophy,-0.5625
dysuria,-0.875
e.s.p.,-0.125
eagerly,0.25
eared,-0.25
earldom,0.375
early,0.25
earmark,0.125
earnestly,0.25
earnestness,0.5
ease,-0.0625
easement,0.125
easily,0.291666667
easiness,-0.625
easing,0.25
easter,-0.125
eastertide,0.125
easy,0.125
eater,0.625
ebb,-0.25
ebola,-0.125
ebulliently,0.25
ebullition,0.5
eccentrically,0.125
ecclesiastically,0.25
eccrine,0.25
eccyesis,-0.125
echinococcosis,-0.25
echo,-0.125
eclampsia,-0.25
ecologically,0.25
economical,-0.25
ecotourism,0.125
ecstatically,0.25
ectopic,0.5
ectrodactyly,-0.5
ecumenicalism,0.125
ecumenicism,0.125
ecumenism,0.125
ed,-0.5
edacity,0.375
edecrin,-0.25
edema,-0.625
edentulous,-0.25
edginess,-0.25
edmontonia,0.125
edta,-0.375
education,0.25
educationally,0.125
eerily,0.375
eff,0.25
effect,-0.25
effective,0.5
effectively,0.4375
effectual,0.25
effectually,0.25
effeminise,0.5
effeminize,0.5
efficaciously,0.375
efficiently,0.25
effleurage,-0.125
efflorescence,0.375
effluvium,-0.5
effort,0.25
effulgent,0.125
effusion,0.5
effusively,0.25
eggbeater,-0.25
eggwhisk,-0.25
ego,0.125
egocentric,0.375
egoistic,0.375
egoistical,0.375
egotism,0.125
egotistically,0.25
eiderdown,-0.25
eimeria,0.125
ejaculation,-0.375
elaborate,0.1875
elaborated,0.5
elaborately,0.625
elaboration,0.5
elan,0.125
elapid,-0.125
elasmobranch,-0.375
elation,-0.125
elbowing,-0.375
electricity,0.375
electrometer,-0.25
electromotive,0.125
electromyography,0.25
electroneutral,-0.25
electropositive,0.25
electrostatically,0.125
electrotherapy,0.125
eleemosynary,0.5
elegantly,0.375
elegiac,-0.125
element,-0.5
elemental,-0.125
elementarily,0.125
elephas,-0.125
eleutherodactylus,-0.125
elevate,0.125
eliminate,0.125
elixir,0.5
elliptic,0.25
elocute,0.375
elocutionary,-0.25
elongate,0.25
elope,0.375
eloquent,0.25
eloquently,0.125
elucidate,0.25
elude,0
elusive,0.625
emanation,0.125
emancipated,0.125
embarrassed,-0.5
embarrassingly,-0.375
embarrassment,0.125
embellish,0.375
embellishment,0.5
embezzlement,-0.25
emblematic,0.125
embodiment,0.125
emboldened,0.375
emboss,-0.125
embrace,0.291666667
embracement,0.125
embracing,0.125
embrocation,-0.125
embroidery,0.5
emendation,-0.625
emerge,0.25
emergency,-0.5
emetic,-0.125
eminence,0.875
eminent,0.25
eminently,0.375
emmy,0.125
emotion,0.625
emotional,-0.25
emotionally,0.125
emotionlessness,-0.25
empathetic,0.375
empathetically,0.375
empathic,0.375
empathise,0.125
empathize,0.125
empathy,-0.125
emphasis,0.4375
emphasised,0.25
emphasized,0.25
emphasizing,0.125
emphatic,0.25
emphatically,0.25
empirically,0.375
emplace,0.125
emplacement,0.125
empty,0.25
emulation,0.0625
emulous,-0.25
emulously,0.125
enable,0.375
enamel,0.125
enamoredness,0.625
encephalitis,-0.75
encephalomeningitis,-0.25
encephalomyelitis,-0.375
encephalopathy,-0.375
enchanting,0.5
enchantingly,0.25
enchantment,0.375
encircling,0.125
encopresis,-0.75
encounter,-0.291666667
encouragement,-0.25
encouragingly,0.375
encroachment,-0.1875
enculturation,0.375
endamoeba,-0.125
endangered,-0.625
endangerment,-0.25
endarteritis,-0.75
endearingly,0.25
endearment,0.5
endeavor,0.125
endeavour,0.125
endive,-0.25
endlessly,-0.125
endocarditis,-0.375
endocervicitis,-0.625
endogenously,0.375
endometriosis,-0.25
endometritis,-0.375
endorphin,0.125
endotoxin,-0.375
endurable,-0.625
endure,-0.5
enduringly,0.375
energetically,0.625
energise,0.5
energize,0.5
energizing,0.125
energy,0.625
enervate,0.75
enervated,-0.5
engage,0.125
engaged,0.125
engaging,0.875
engagingly,0.125
engorged,-0.25
engorgement,-0.125
engross,0.125
engrossed,0.125
engulf,0.125
enhance,0.5
enhancement,0.375
enigma,-0.625
enigmatic,0.125
enigmatically,0.25
enjoy,0.25
enjoyably,0.375
enjoyment,0.5
enkephalin,-0.125
enl,-0.25
enlargement,0.25
enliven,0.125
enlivened,0.4375
enmeshed,0.125
enmity,-0.125
ennoblement,0.25
ennui,-0.375
enormity,0.125
enough,0.125
enquire,0.375
enquiringly,0.125
enquiry,-0.125
enragement,-0.25
enrich,0.375
ensconce,0.125
ensky,0.375
ensnare,-0.125
entangled,-0.125
enteritis,-0.625
enterobiasis,-0.375
enteropathy,0.375
enterostenosis,-0.5
enterprise,0.125
enterprisingly,0.125
entertain,0.125
entertainingly,0.375
enthralling,0.5
enthrallingly,0.25
enthrallment,0.375
enthusiasm,-0.25
enthusiastically,0.375
entice,-0.125
enticement,0.125
entirely,0.5
entireness,0.125
entirety,0.125
entlebucher,0.125
entomophobia,-0.25
entomostraca,-0.5
entrancement,-0.5
entrancing,0.5
entrap,-0.125
entrapment,-0.75
entreatingly,0.25
enucleation,0.375
enured,0.25
envenom,-0.125
enviably,0.375
enviously,0.25
enviousness,0.625
environmentalism,-0.125
envisage,-0.5
envision,-0.125
envy,0.0625
enwrapped,0.125
eolithic,-0.125
epicondylitis,-0.625
epididymitis,-0.75
epiglottitis,-0.875
epigram,0.25
epilepsy,-0.375
epilithic,-0.125
epiphany,0.5
episcleritis,-0.5
episodically,0.25
epithelioma,-0.125
equable,-0.25
equably,0.25
equally,-0.125
equanil,-0.125
equatorial,-0.125
equidae,-0.125
equilibration,0.125
equine,0.125
equipped,0.25
equipt,0.25
equitably,0.25
equivocally,0.375
equivocate,0.125
equivocation,-0.5
er,0.125
era,-0.625
eradication,0.25
eremitic,0.125
eremitical,0.125
erethism,0.25
ergocalciferol,-0.125
ergot,-0.25
ergotism,-0.75
erinaceidae,0.125
erode,-0.125
eros,0.625
erotically,0.125
eroticism,0.375
erotism,0.375
err,-0.25
erratic,-0.25
erratically,0.375
errhine,-0.5
erroneously,0.25
error,-0.625
eruditely,0.25
erupt,0
eruption,-0.1875
eruptive,-0.375
erysipelas,-0.625
erythema,-0.75
erythroblastosis,-0.5
erythroderma,-0.625
escapade,0.0625
escape,-0.208333333
escaped,-0.25
escapism,-0.375
escarole,-0.25
eschaton,0.5
eschew,0.125
esophagitis,-0.625
esp,-0.125
espresso,-0.125
essay,-0.25
essential,0.125
essentially,0.5
establish,0.5
esteem,0.458333333
esthetic,0.75
esthetical,0.625
estimate,0.5
estimation,0.5
estrangement,-0.5
esurience,0.375
eternity,0.125
ethanediol,0.125
ethanol,-0.125
ethchlorvynol,-0.25
ethnically,0.25
etiolate,-0.25
etiolated,-0.25
etiolation,-0.375
etiology,0.25
etodolac,-0.25
euarctos,-0.25
eucaryote,0.375
eudaemonia,0.75
eudaimonia,0.75
eugenic,-0.25
euglenaceae,0.125
euglenophyceae,0.125
euglenophyta,0.5
eukaryote,0.375
eumenes,-0.125
eunuchoidism,-0.25
euphemistically,0.125
euphonious,0.625
euphonous,0.625
euphoria,-0.375
euphoriant,-0.25
euphory,-0.375
euphuism,-0.25
eupnea,-0.625
eupnoea,-0.625
eurhythmics,0.125
eurhythmy,0.125
eurylaimidae,-0.125
eurythmics,0.125
eurythmy,0.125
evade,0.125
evaluation,0.125
evanesce,-0.125
evasion,-0.333333333
evasively,0.125
even,-0.020833333
evenhandedly,0.375
everyday,0.5
everyplace,0.375
everywhere,0.375
evict,-0.5
eviction,-0.625
evidently,0.5
evil,0.125
evilly,-0.375
evitable,0.625
evoke,0.1875
evolutionarily,0.375
evolve,0.25
exacerbate,-0.25
exacerbation,-0.25
exactly,0.25
exaggerate,0.625
exaggeratedly,0.125
exaggeration,0.125
exalt,0.4375
examination,-0.125
examine,0.25
exanimate,-0.5
exanthem,0.25
exanthema,0.25
exasperate,-0.25
exasperatingly,0.375
exasperation,-0.1875
excalibur,0.25
exceedingly,-0.125
excellent,1
excellently,0.375
exception,-0.5
excess,0.125
excessively,-0.125
exchange,-0.25
exchanged,-0.125
excitant,0.125
excitation,0.125
excitative,0.125
excitatory,0.125
excite,-0.125
excited,0
excitedly,0.125
excitement,0.125
exciting,0.25
excitingly,0.375
exclaim,-0.375
exclaiming,-0.125
exclamation,-0.25
excogitative,0.25
excoriate,-0.1875
excoriation,-0.875
excrescent,0.125
excruciatingly,-0.125
excruciation,-0.5625
exculpate,0.25
excursion,-0.125
execrable,-0.875
execrate,-0.125
execration,-0.3125
execution,-0.375
exemplary,0.375
exemplification,0.5
exempt,-0.4375
exemption,0.125
exercise,-0.25
exhaust,0.125
exhausted,-0.0625
exhaustion,0.125
exhaustively,0.625
exhibit,0.125
exhibitionism,0.125
exigency,-0.5
exiguous,-0.5
existent,-0.375
existential,-0.125
exit,-0.25
exonerate,0.25
exoneration,0.125
exopterygota,-0.125
exorcise,-0.125
exorcize,-0.125
exostosis,-0.5
exotoxin,0.125
exotropia,-0.125
expand,0.166666667
expansively,0.25
expect,0
expectancy,-0.125
expectantly,0.25
expectation,0.1875
expectorant,0.5
expectorator,0.5
expedient,-0.25
expediently,0.125
expedition,-0.125
expeditiously,0.25
expend,0.25
expense,-0.25
expensively,0.375
expertly,0.125
expiration,-0.25
explain,0.25
explanation,0.125
expletive,-0.4375
explicate,0.0625
explicitly,0.25
explode,-0.15625
exploit,0.291666667
exploited,0.375
exploration,0.25
explore,0.125
explosion,0
explosively,0.125
exponentially,0.25
expose,0.125
expostulation,-0.25
exposure,-0.3125
expression,-0.375
expressively,-0.25
expressway,0.375
expropriate,-0.375
exquisite,0.375
exquisitely,0.375
exsanguine,-0.5
exsanguinous,-0.5
extemporisation,-0.375
extemporization,-0.375
extend,0.291666667
extermination,0.5
external,-0.125
externally,0.25
extinct,-0.125
extinction,-0.041666667
extinguish,-0.125
extinguishing,-0.125
extol,0.75
extort,-0.75
extortion,-0.5
extra,0.3125
extractor,0.125
extraordinarily,-0.375
extrasystole,-0.25
extravagance,-0.25
extravagant,-0.125
extravagantly,0.125
extricate,-0.25
exuberance,0.5
exuberantly,0.3125
exuberate,0.375
exult,0.375
exultantly,0.25
exultation,-0.3125
exultingly,0.25
eyeful,0.5
eyelessness,0.25
eyeliner,0.25
fabian,0.25
fable,-0.75
fabricate,-0.25
fabrication,-0.75
fabulously,0.25
facade,-0.5
face,-0.5
faceless,-0.5
facetiously,-0.125
facile,0.25
facilitate,0.375
facilitation,0.125
facing,-0.25
facsimile,0.25
factually,0.25
faddily,0.25
faddishly,0.25
fade,0
faded,-0.25
fading,-0.125
fado,-0.5
fag,0.25
fagged,0.125
faience,-0.25
fail,-0.25
failing,-0.375
failure,-0.25
fain,0.1875
faint,-0.46875
fainthearted,-0.375
faintness,-0.125
fair,0.25
fairly,-0.041666667
fairytale,0.625
faithfully,0.25
faithlessly,0.25
fake,-0.625
fall,-0.138888889
fallacious,-0.5
fallal,-0.25
fallboard,-0.125
fallen,-0.25
falling,-0.041666667
false,-0.416666667
falsely,0.25
falsify,-0.5
falter,-0.5
falteringly,-0.125
fame,0.5
familiarise,0.125
familiarize,0.125
familiarly,0.125
famine,-0.25
famish,-0.25
famishment,0.125
famotidine,-0.375
famously,0.375
fan,0.125
fanatically,0.25
fancifully,0.125
fancify,0.25
fantabulous,1
fantasise,0.125
fantasize,0.125
fantastically,0.25
fantasy,-0.125
fantods,-0.5
far,0.125
farce,0.25
farcically,0.25
farinaceous,0.125
farsightedness,-0.0625
fartlek,-0.125
fascinating,0.5
fascinatingly,0.25
fascination,0.375
fascioliasis,-0.25
fasciolosis,-0.25
fashionably,0.125
fast,0.25
fastidiously,0.375
fat,0.625
fatal,-0.3125
fatality,-0.75
fateful,-0.3125
fatefully,0.25
fatherhood,0.125
fatigue,-0.15625
fatigued,0.125
fatuous,0.375
fatwa,0.5
fault,-0.333333333
faultily,0.25
faultiness,0.25
faultlessly,-0.25
fauna,-0.375
faustian,0.25
favor,0.333333333
favorable,0.75
favorably,0.5
favour,0.333333333
favourable,0.75
favourably,0.5
fawn,0.125
fear,-0.333333333
fearful,-0.375
fearfully,0.25
fearfulness,-0.875
fearless,0.1875
fearlessness,-0.625
fearsome,-0.625
fearsomely,0.25
feasibly,0.125
feast,0.0625
feat,0.25
feather,0.125
feathered,-0.125
featheredge,0.25
feathery,-0.125
featured,-0.125
febrile,-0.5
fecklessly,0.1875
feculence,0.5
fecundate,0.125
fecundity,0.5
fedelline,0.125
feeble,-0.375
feebleness,0.25
feebly,0.1875
feed,-0.041666667
feeder,0.375
feel,0.125
feelingly,-0.25
feelings,0.375
feign,-0.25
feigning,-0.3125
feint,-0.125
felicitation,0.625
felicitous,0.75
felicitously,0.25
fellate,0.125
feminise,0.5
feminize,0.5
fender,-0.25
fenoprofen,-0.75
fenusa,0.125
feral,-0.375
feria,-0.375
ferine,-0.375
ferment,0.125
fermentable,0.625
ferned,-0.5
fernless,0.375
fernlike,0.25
ferny,-0.125
fertile,0.375
fertilise,0.125
fertility,0.5
fertilize,0.125
fervency,0.125
fervidness,0.125
fervor,0.125
fervour,0.125
fester,-0.5
festination,-0.25
festivity,0.125
fetching,0.625
fetich,-0.125
fetid,-0.75
fetish,0.125
fettle,0.75
fetus,0.25
feud,0.125
feudally,0.25
feudatory,-0.25
fever,-0.125
feverish,-0.5
feverishly,0.25
feverous,-0.5
fiasco,-0.375
fib,-0.25
fibbing,0.125
fibrillose,-0.375
fibrinous,0.125
fibroadenoma,-0.25
fibroid,-0.125
fibroma,-0.125
fibromyositis,-0.25
fibrositis,-0.25
fibrous,-0.5
fickle,-0.25
fiction,-0.75
fictitiously,0.25
fiddle,0.25
fidget,-0.125
fidgetiness,-0.125
fidgety,-0.625
fiducial,0.125
field,0.25
fiendishly,-0.375
fierce,-0.625
fiercely,0.125
fight,-0.125
figure,0.25
filagree,-0.25
filamentlike,0.125
filamentous,0.125
filarial,0.375
filariasis,-0.375
filet,-0.125
filiform,0.125
filigree,-0.25
fill,-0.083333333
fillagree,-0.25
filled,0.25
filoviridae,-0.125
filth,-0.375
filthiness,-0.625
final,-0.625
find,0.125
fine,0.25
finely,0.5
finer,0.75
finery,-0.25
fingerpointing,-0.125
fingerstall,-0.125
finish,0.375
fink,-0.375
fire,-0.25
firebug,-0.125
fireguard,-0.125
firestorm,0.25
firewater,0.25
firing,0.25
firm,0
firmly,0.3125
first,0.375
fish,-0.25
fishily,0.25
fistfight,-0.25
fisticuffs,-0.25
fistula,-0.5
fistularia,-0.125
fit,-0.21875
fitch,-0.375
fitfully,0.25
fitly,0.25
fitness,0.625
fitted,-0.5
fitter,0.5
fitting,0.3125
fittingly,0.25
fix,-0.28125
fixate,-0.25
fixed,-0.75
fixing,-0.125
fizzle,0.125
flabbergast,-0.375
flabbily,0.25
flag,0.166666667
flagellate,0.125
flagellum,-0.25
flagging,-0.625
flagitious,-0.556
flagrantly,0.25
flagstone,0.125
flagyl,-0.25
flail,-0.125
flakey,0.125
flakiness,-0.25
flaky,0.125
flamboyantly,0.375
flap,-0.125
flare,0
flash,-0.125
flashback,-0.25
flashily,0.3125
flashy,-0.125
flat,-0.1
flatbed,-0.5
flatcar,-0.5
flatly,0.25
flatness,0.25
flatter,0.5
flatwork,0.125
flatworm,0.25
flavorful,-0.5
flavorless,-0.375
flavorous,-0.5
flavorsome,-0.5
flavourful,-0.5
flavourless,-0.375
flavourous,-0.5
flavoursome,-0.5
flaw,-0.125
flawlessly,0.375
flawlessness,-0.5
fleapit,0.125
flection,-0.375
fledgeling,0.375
fledgling,0.375
fleer,-0.125
fleet,-0.125
fleetly,0.25
flex,-0.125
flexeril,-0.625
flexion,-0.375
flexuous,0.125
flick,-0.0625
flicker,-0.0625
flickering,0.25
flightless,-0.5
flimsy,-0.375
flinch,-0.3125
fling,0.5
flinty,0.375
flip,-0.291666667
flippantly,0.25
flirt,0.625
flirtation,0.625
flirtatiously,0.25
flirting,0.625
flit,-0.125
floater,-0.5
floating,-0.375
flood,-0.5
flooding,0.375
flop,0.25
flophouse,-0.125
flora,-0.25
floridly,0.25
floss,0.125
flourish,0.125
flourishing,0.5
flout,-0.375
flow,-0.125
flower,0.375
flowering,0.125
flowerless,0.125
flowery,0.125
flu,0.5
flub,-0.375
fluctuate,-0.25
fluctuating,-0.25
fluegelhorn,0.125
fluent,0.25
fluently,0.25
fluff,0.1875
flugelhorn,0.125
fluke,0.125
flummox,-0.125
fluorescent,0.125
fluoride,-0.125
fluoroboride,-0.25
fluorouracil,-0.375
fluoxetine,-0.25
fluphenazine,-0.5
flurazepam,-0.375
flush,0.025
flushed,-0.25
flute,0.125
flux,0
fly,-0.5
flyblown,-0.0625
focally,0.25
focus,0.125
foetid,-0.75
foetus,0.25
fog,-0.125
foglamp,0.125
foiled,-0.5
fold,-0.25
folder,-0.125
foliate,-0.125
foliated,-0.125
folie,-0.25
folksy,-0.25
folliculitis,-0.375
follow,0.25
folly,-0.125
fomentation,-0.3125
fond,-0.375
fondle,0.125
fondling,-0.25
fondly,0.125
fondness,0.375
foodless,-0.25
fool,0.3125
foolhardy,-0.625
foolish,0.625
foolishly,-0.625
foolishness,-0.125
foolproof,-0.25
footloose,0.625
footpath,-0.125
footsore,-0.125
footsure,-0.625
footwork,0.375
foray,0.125
forbear,-0.25
forbearance,-0.5
forbidding,-0.75
forbiddingly,-0.375
force,0.125
forced,-0.1875
forceful,0.25
forcefully,-0.125
forcibly,0.25
forcipate,0.125
foreboding,-0.5
foreign,-0.125
foreknow,-0.125
foremost,0.625
foreordain,0.375
foreplay,0.5
foresee,-0.125
foreshock,-0.125
foreshow,0.5
forested,-0.25
forficula,-0.125
forficulidae,-0.125
forget,-0.25
forgetful,0.375
forgetfully,0.25
forgettable,0.5
forgive,0.25
forgiveness,0.0625
forgiving,0.375
forgivingly,0.25
forlornly,0.25
forlornness,-0.625
formal,-0.25
formalised,-0.25
formalistic,-0.25
formalities,0.25
formality,0.1875
formalized,-0.25
format,0.25
former,-0.125
formicarius,-0.125
formidable,0.625
formidably,0.25
formlessly,0.25
formula,-0.125
formulary,0.125
formulate,-0.125
formulation,-0.375
fornicate,-0.25
fornication,-0.125
forrad,0.25
forrard,0.25
forsake,-0.375
forswear,-0.625
fortaz,-0.25
forthcoming,0.125
forthright,-0.125
forthrightly,-0.125
forthwith,-0.375
fortuitous,0.5
fortuitously,0.5
fortuity,-0.125
fortunate,0.75
fortunately,0.5
forward,0.25
forwards,0.25
foryml,-0.125
fossilise,0.375
fossilize,0.375
foster,0.125
fosterage,0.25
fostering,0.25
foul,-0.625
foully,0
foulmart,-0.375
foulness,-0.0625
foumart,-0.375
founder,-0.125
fountain,-0.125
fourhanded,-0.125
foursquare,0.25
fox,-0.5
foxily,0.25
foxy,0.5
fracas,-0.375
fractiously,0.25
fracture,-0.375
fragment,0.125
fragrant,0.625
frailness,0.25
frailty,0.25
frambesia,-0.25
framboesia,-0.25
frame,0.25
framing,0.25
frankliniella,-0.375
frankly,0.375
frantic,0
fraternally,0.25
fratricide,0.125
fraud,-0.1875
fraudulence,-0.1875
fraudulently,-0.25
fraught,-0.625
fray,-0.25
frayed,-0.25
frazzle,-0.25
freakishly,-0.25
free,-0.225
freeborn,0.25
freedom,0.125
freely,0.375
freestanding,-0.5
freestone,-0.375
freestyle,0.375
freeway,0.375
freewill,0.375
freeze,0.041666667
frenchify,-0.125
frenetic,-0.25
frenetically,-0.125
frenzied,-0.4375
frenziedly,0.375
frenzy,-0.125
fresh,-0.3
freshen,-0.125
freshness,0.25
freshwater,-0.125
fret,-0.125
fretful,-0.625
fretfully,0.25
fretfulness,-0.5
fretted,0.125
frictionless,-0.125
friendliness,0.125
friendly,0.1875
fries,0.125
fright,-0.875
frightened,-0.125
frightening,-0.25
frighteningly,0.25
frightful,-0.625
frightfully,0.25
frigidly,-0.375
frilled,-0.125
frilly,-0.125
